include_sos,mapped,sos_system,sos_category,legacy_densho_id,densho_id,sos_facility_uid,legacy_facility_type,facility_name,encyc_url,encyc_article_title,encyc_article_status,date_opened,date_closed,sos_description,location_description,population_description,exclusion_orders,exit_destinations,duration_class,popsize_class,peak_population,peak_popdate,peak population all internees,location_name,location_state,location_tgn,geo_latitude,geo_longitude,notes
yes,yes,eais,U.S. Army Internment Camp,54,54-u-blan,u-blan,U.S. Army Internment Camp,Camp Blanding,https://encyclopedia.densho.org/Camp_Blanding_(detention_facility)/,Camp Blanding (detention facility),,May 1942,May 1942,"A large army training center in north-central Florida during World War II—some Nisei destined for the 442nd Regimental Combat Team or Military Intelligence Service trained there among many others—Camp Blanding also had a separate compound that held around three hundred German Latin American internees in the spring and summer of 1942. In Judgment Without Trial, Tetsuden Kashima cites documents noting five ""Japanese"" also interned there. There is no further information on who these ""Japanese"" internees were, whether Japanese Latin American, local resident Issei, or others. Later in the war, Camp Blanding was the site of large camp for German POWs, with over 4,000 having been held there.","U.S. Army Internment Camp located in Starke, Florida, southwest of Jacksonville, in northeast Florida.",Held German Latin Americans and German POWs.,,,,,5,,300,"Starke, Florida",Florida,tgn/2021369,29.97693398389223,-81.98737981821951,
yes,yes,eais,U.S. Army Internment Camp,55,55-u-livi,u-livi,U.S. Army Internment Camp,Camp Livingston,https://encyclopedia.densho.org/Camp_Livingston_(detention_facility)/,Camp Livingston (detention facility),,May 1942,mid 1943,Army-run internment camp that held Issei men from the West Coast and Hawai'i as well as Japanese Latin American men for about a year from mid 1942 to mid 1943.,"Located in Alexandria, Louisiana, north of Baton Rouge in the central part of the state. Hot and humid summer months with temperatures up to 130 degrees, poisonous reptiles, and stinging insects added to the hardship.",Held internees of Japanese ancestry sent from the Department of Justice-run Fort Missoula internment camp and from the U.S. Army-run Fort Sill and Camp Forrest internment camps.,,,,,1123,1943-03-12,1123,"Alexandria, Louisiana",Louisiana,tgn/7013268,31.42605360109348,-92.37230677228952,https://www.alexandria-louisiana.com/camp-livingston-louisiana.htm
yes,yes,eais,U.S. Army Internment Camp,56,56-u-flor,u-flor,U.S. Army Internment Camp,Camp Florence,https://encyclopedia.densho.org/Florence_(detention_facility)/,Florence (detention facility),,,,"Camp Florence was a POW camp located outside of Florence, Arizona. It opened in August 1942 to hold Italian POWs and later held Germans and Austrians. It had a peak population of 13,000. Though there is some indication that it held enemy aliens of Japanese descent, it is uncertain if it actually did.","Located in Florence, Arizona. Florence is northeast of Casa Grande Ruins National Monument, between Phoenix and Tucson in southern Arizona. Hot desert area with extreme summer temperatures.",Held prisoners of war and possibly some enemy aliens of Japanese descent,,,,,25,,fewer than 50,"Florence, Arizona",Arizona,tgn/7016521,33.06422520837948,-111.3828249803411,https://www.c-span.org/video/?63023-1/world-war-ii-pow-camp (on the site of current INS facility; note incinerator structure from video sw of pin)
yes,yes,eais,U.S. Army Internment Camp,57,57-u-blis,u-blis,U.S. Army Internment Camp,Fort Bliss,https://encyclopedia.densho.org/Fort_Bliss_(detention_facility)/,Fort Bliss (detention facility),,"May 24, 1942","June 26, 1942","Army-run internment facility that held a small number of local enemy alien Issei as well as a larger number of Issei from the West Coast for about a month in May and June 1942. Internees were subsequently sent to Lordsburg. As with Camp McCoy, Fort Bliss was also a site where Nisei soldiers trained, in particular, a group of Nisei who had been in army prior to the attack on Pearl Harbor and who were subsequently assigned to the 442nd Regimental Combat Team.","Located near El Paso in southern Texas, close to the Mexico border.",Held Japanese immigrants from the mainland U.S. including seventy-three internees transferred from the Santa Fe internment camp; also held German and Italian nationals.,,,,,91,1942-10-01,91,"Fort Bliss, Texas",Texas,tgn/7021840,31.80794030649141,-106.4355728038428,http://www.usmilitariaforum.com/forums/index.php?/topic/172991-prisoner-of-war-compound-fort-bliss-texas/ (reference to water tower and old officers club)
yes,yes,eais,U.S. Army Internment Camp,58,58-u-howa,u-howa,U.S. Army Internment Camp,Fort Howard,https://encyclopedia.densho.org/Fort_Howard_(detention_facility)/,Fort Howard (detention facility),,Winter 1942,Summer 1942,"An INS-run temporary detention station in Baltimore, Maryland that held enemy aliens who had been residing in the region—German, Italian, and Japanese with most being of German descent—and German seamen.","Located on old army barracks within Fort Howard Army Post, Baltimore County, Maryland.","Held Japanese immigrants from the U.S., German nationals, and German prisoners of war (POWs).",,,,,25,,500,"Fort Howard, Maryland",Maryland,tgn/7016252,39.19884376651408,-76.44565135739785,
yes,yes,eais,U.S. Army Internment Camp,59,59-u-lewi,u-lewi,U.S. Army Internment Camp,Fort Lewis,https://encyclopedia.densho.org/Fort_Lewis_(detention_facility)/,Fort Lewis (detention facility),,Spring 1942,Spring 1942,"Army base near Tacoma, Washington, at which a small number of Japanese Americans—most from Alaska—were briefly interned in 1942. Most subsequently were transferred to Fort Lewis. Later, starting in July 1943, POW compounds held German and Italian prisoners.","Located within Fort Lewis Army Base, 17 miles south of Tacoma, Washington.",Held people of Japanese descent from Alaska and the mainland U.S.; also held German and Italian nationals.,,,,,100,,50 to 100,"Fort Lewis, Washington",Washington,tgn/1002594,47.10098332819075,-122.587299994424,
yes,yes,eais,U.S. Army Internment Camp,60,60-u-mcdo,u-mcdo,U.S. Army Internment Camp,Fort McDowell,https://encyclopedia.densho.org/Fort_McDowell_/_Angel_Island_(detention_facility)/,Fort McDowell / Angel Island (detention facility),,March 1942,October 1942,INS-run facility that served as a port of arrival for Issei male internees—along with a few German and Italian internees—from Hawai'i who were being transferred to internment camps on the continent. Internees on the first seven of ten ships conveying internees from Hawai'i to the continent were processed and held at Angel Island for a period of five to twelve days.,"Also known as ""Angel Island,"" a 740-acre island in the middle of the San Francisco Bay.","Held Japanese, German, and Italian immigrants from Hawaii; one Norwegian national; and one Japanese prisoner of war (POW).",,,,,199,1942-02-21,200,"Fort McDowell, California",California,tgn/2335391,37.8627046,-122.4227496,
yes,yes,eais,U.S. Army Internment Camp,61,61-u-mead,u-mead,U.S. Army Internment Camp,Fort Meade,https://encyclopedia.densho.org/Fort_Meade_(detention_facility)/,Fort Meade (detention facility),,Spring 1942,Fall 1943,"Large army post in Maryland that held interned enemy aliens from the eastern seaboard in 1942–43. While most were German, there were a significant number of Japanese as well. The camp later held Italian and German POWs.","Located southwest of Baltimore in Anne Arundel County, Maryland.",Held Japanese immigrants from the U.S.; also held German and Italian nationals.,,,,,200,1942-05-04,400,"Fort George Meade, Maryland",Maryland,tgn/2047111,39.09477899048765,-76.74717651749522,"https://www.baltimoresun.com/maryland/laurel/ph-ll-history-ft-meade-20160219-story.html (""bordered by Zimbroski, Broad Foot, York and Third Ave)"
yes,yes,eais,U.S. Army Internment Camp,62,62-u-rich,u-rich,U.S. Army Internment Camp,Fort Richardson,https://encyclopedia.densho.org/Fort_Richardson_(detention_facility)/,Fort Richardson (detention facility),,December 1941,June 1942,"Army-run internment camp outside of Anchorage, Alaska that held at least seventeen enemy aliens from Alaska between December 1941 and June 1942, most of them Issei.","Located 9 miles north of downtown Anchorage, Alaska.","Held Japanese immigrants from Alaska, plus two German nationals.",,,,,17,1942-02-14,100,"Fort Richardson, Alaska",Alaska,tgn/2335498,61.25580431416412,-149.720512219315,https://www.alaskapublic.org/wp-content/uploads/2019/02/Fort-Richardson-Internment-Camp-3-21-2015-Final-Redacted.pdf
yes,yes,eais,U.S. Army Internment Camp,63,63-u-samh,u-samh,U.S. Army Internment Camp,Fort Sam Houston,https://encyclopedia.densho.org/Fort_Sam_Houston_(detention_facility)/,Fort Sam Houston (detention facility),,"May 19, 1942","June 17, 1942","Internment camp attached to a large army post in San Antonio, Texas, that held around 250 Japanese American internees for a short period of time in the summer of 1942. The interned Issei included a group from Alaska that had been transferred from Fort Lewis,Washington, and a group from Hawaii who came via Angel Island. All transfered to Lordsburg after less than a month.","Located in San Antonio, Texas.",Held people of Japanese descent from Alaska and Hawaii; also held German and Italian nationals.,,,,,250,1942-06-01,500,"Fort Sam Houston, Texas",Texas,tgn/2639743,29.48067538662803,-98.42967247560411,https://www.thc.texas.gov/preserve/projects-and-programs/military-history/texas-world-war-ii/world-war-ii-japanese-american-1
yes,yes,eais,U.S. Army Internment Camp,65,65-u-grif,u-grif,U.S. Army Internment Camp,Griffith Park,https://encyclopedia.densho.org/Griffith_Park_(detention_facility)/,Griffith Park (detention facility),,February 1942,June 1942,Short-term detention facility adapted from a CCC camp within a large municipal wilderness park in Los Angeles. The camp held a small number of Issei in the early months of 1942 who were subsequently transferred to longer-term facilites.,Located at a former Civilian Conservation Corps (CCC) camp in Southern California.,Held Japanese immigrants from the U.S.; also held German and Italian nationals.,,,,,100,1942-03-12,300,"Burbank, California",California,tgn/2010408,34.15499589315466,-118.3079060707605,https://www.kcet.org/shows/lost-la/riots-love-fests-buried-secrets-griffith-parks-hidden-histories (CCC Camp SP-40)
yes,yes,hawaii,U.S. Army Internment Camp,66,66-u-hono,u-hono,U.S. Army Internment Camp,Honouliuli,https://encyclopedia.densho.org/Honouliuli_(detention_facility)/,Honouliuli (detention facility),,February 1943,1945,"An army-run internment camp on the island of O'ahu, Honouliuli was the largest and last-occupied World War II-era civilian confinement site in the Hawaiian Islands. The camp opened in March 1943, replacing a smaller facility on Sand Island. Honouliuli quickly reached a peak civilian population of approximately three hundred detainees, the vast majority of whom were American citizen Nisei or Kibei. The site also served as the largest prisoner-of-war camp in wartime Hawai'i, holding more than four thousand soldiers and labor conscripts from Italy, Japan, Korea, Okinawa, and Taiwan. The site is now managed by the National Park Service as the Honouliuli National Monument.",Located on 160 acres of sugarcane fields northwest of Honolulu. One of two camps used to imprison people of Japanese ancestry in Hawaii.,"Held people of Japanese ancestry, citizens and non-citizens, male and female; also held European nationals and prisoners of war (POWs) from the Pacific theater.",,,,,300,,300,"Honouliuli, Oahu, Hawaii",Oahu,tgn/2024962,21.39159940560689,-158.0598371456596,
yes,yes,eais,Immigration Detention Station,67,67-i-east,i-east,Immigration Detention Station,East Boston,https://encyclopedia.densho.org/East_Boston_(detention_facility)/,East Boston (detention facility),,December 1941,Summer 1942,"INS-run immigration station that was used to detain enemy aliens from the Boston area after the attack on Pearl Harbor, including a handful of Issei.","Immigration and Naturalization Service (INS) detention station located in East Boston, Massachusetts.","Held Japanese immigrants; German, Italian, and other foreign nationals.",,,,,25,,Fewer than 50,"East Boston, Massachusetts",Massachusetts,tgn/7015009,42.3636119603355,-71.03100126631897,https://www.massport.com/massport/community/initiatives/open-space-parks/the-east-boston-immigration-station/
yes,yes,eais,Immigration Detention Station,68,68-i-sanf,i-sanf,Immigration Detention Station,San Francisco,https://encyclopedia.densho.org/San_Francisco_(detention_facility)/,San Francisco (detention facility),,"December 7, 1941","March 31, 1942","Short-term detention site at 801 Silver Avenue, San Francisco, for Japanese, Italian and German enemy aliens rounded up in Northern California in the weeks after the attack on Pearl Harbor. The revolving population of around two hundred internees were moved on to inland camps in Missoula, Montana, or Fr. Lincoln, North Dakota. The entire population was transferred to Sharp Park at the end of March, 1942.","Immigration and Naturalization Service (INS) detention station located on Silver Avenue in San Francisco, California.",Held Japanese immigrants arrested by the FBI in Northern California.,,,,,200,March 1942,200,"San Francisco, California",California,tgn/7420610,37.72959033683909,-122.4183245624049,https://gaic.info/internment-camps/temporary-detention-facilities/sharp-park-and-801-silver-avenue-temporary-detention-stations-san-francisco-california/
yes,yes,eais,Immigration Detention Station,69,69-i-sanp,i-sanp,Immigration Detention Station,San Pedro,https://encyclopedia.densho.org/San_Pedro_(detention_facility)/,San Pedro (detention facility),,,,Short-term detention site at an INS immigration station building that held Issei from the Los Angeles Harbor area in the early weeks of the war. The site later held German Latin Americans in 1943.,"Immigration and Naturalization Service (INS) detention station located near Los Angeles in San Pedro, California.",Held Japanese immigrants arrested by the FBI.,,,,,100,,200,"San Pedro, California",California,tgn/7418615,33.72261672704756,-118.2658870866203,
yes,yes,eais,Immigration Detention Station,70,70-i-seat,i-seat,Immigration Detention Station,Seattle,https://encyclopedia.densho.org/Seattle_(detention_facility)/,Seattle (detention facility),,December 1941,Summer 1942,INS detention facility that held Issei and other enemy aliens from the Seattle area in the early months of the war. Internees were subsequently transferred to the Ft. Missoula and Ft. Lincoln internment camps.,"Immigration and Naturalization Service (INS) detention station located in Seattle, Washington.",Held Japanese immigrants; also held German and Italian nationals.,,,,,200,,200,"Seattle, Washington",Washington,tgn/7014494,47.59515325773327,-122.3270911995918,
yes,yes,eais,Immigration Detention Station,71,71-i-tuna,i-tuna,Immigration Detention Station,Tuna Canyon,https://encyclopedia.densho.org/Tuna_Canyon_(detention_facility)/,Tuna Canyon (detention facility),,"December 16, 1941",October 1943,INS-run detention facility in Los Angeles that held Issei and other enemy aliens from the Los Angeles area in the early months of World War II. Tuna Canyon later held a group of Japanese Latin Americans. The Tuna Canyon Detention Station Coalition is working to document the history of the site and its internees and to build a marker at the site.,"Immigration and Naturalization Service (INS) detention station located at a former Civilian Conservation Corps (CCC) camp near Pasadena in Los Angeles County, California.",Held Japanese immigrants; also held German and Italian nationals.,,,,,300,,300,"Tujunga, California",California,tgn/7015468,34.23398808745853,-118.2719047051823,http://www.tunacanyon.org/history-of-the-site/tcds-map/
yes,yes,wra,Additional Facility,72,72-f-nyss,f-nyss,Additional Facility,"Nyssa, Oregon","https://encyclopedia.densho.org/Nyssa,_Oregon_(detention_facility)/","Nyssa, Oregon (detention facility)",,May 1942,November 1942,"Nyssa (pronounced NISS-a), Oregon, was the first of several farm labor camps for Japanese Americans given short-term leave from the concentration camps that held them in order to provide vital agricultural labor for farmers across the western United States.",,,,,,,0,,,"Nyssa, Oregon",Oregon,tgn/2085219,43.82348616145769,-117.0363259029627,https://oregonnews.uoregon.edu/lccn/sn99063863/1942-06-11/ed-1/
yes,yes,hawaii,Additional Facility,73,73-f-haik,f-haik,Additional Facility,"Haiku Camp, Maui","https://encyclopedia.densho.org/Haiku%20Camp,%20Maui%20(detention%20facility)/",,,Winter 1942,Fall 1943,Detention site on the island of Maui that held interned Japanese Americans from that island.,,,,,,,25,,Fewer than 50,,,,20.91557555752355,-156.3231660901859,
yes,yes,hawaii,Additional Facility,74,74-f-hilo,f-hilo,Additional Facility,Hilo Independent Language School,https://encyclopedia.densho.org/Hilo%20Independent%20Language%20School/,,,"December 7, 1941",Spring 1942,"The Hilo Dokuritsu Nippon Go Gakkō (Hilo Independent Japanese Language School) was one of three sites of the island of Hawai'i that was used to detain enemy aliens after the attack on Pearl Harbor. The largest Japanese language school on the island, the campus was converted into military police headquarters under martial law and held unknown number of internees.",,,,,,,25,,Fewer than 50,,,,19.71763797035041,-155.0858576363229,
yes,yes,hawaii,Additional Facility,75,75-f-honp,f-honp,Additional Facility,Honolulu Police Station,http://encyclopedia.densho.org/Honolulu_Police_Station_(detention_facility)/,,,"December 7, 1941",December 1941,The Honolulu Police Station was among the facilities in Honolulu used to hold local Japanese who were arrested and interned after the attack on Pearl Harbor. An unknown number of internees were held at the police station before being moved to the Honolulu Immigration Station building and then to Sand Island.,"On the corner of Merchant and Bethel Streets, Honolulu",,,,,,25,,Fewer than 50,,,,21.30984986261593,-157.8636262399479,
yes,yes,hawaii,Additional Facility,76,76-f-honi,f-honi,Additional Facility,"U.S. Immigration Station Administration Building, Honolulu","http://encyclopedia.densho.org/U.S._Immigration_Station_Administration_Building,_Honolulu_(detention_facility)/",,,December 1941,Spring 1942,"Temporary detention site for Honolulu Issei arrested after the attack on Pearl Harbor. Held in extremely crowded conditions for a few days, most were transferred subsequently to Sand Island. Internees were brought back to the immigration station from Sand Island for their hearings.",Located at 595 Ala Moana Blvd. just outside of downtown Honolulu,,,,,,200,,100 to 200,,,,21.29978169346506,-157.8638124272318,
yes,yes,hawaii,Additional Facility,77,77-f-kala,f-kala,Additional Facility,"Kalaheo Stockade, Kaua'i (detention facility)","https://encyclopedia.densho.org/Kalaheo%20Stockade,%20Kaua'i%20(detention%20facility)/",,,,,Detention facility on the island of Kaua'i that held a small but unknown number of local Japanese in 1942–43,Thought to have been located on the Medeiros Farms chicken operation on the mountain side of the Kaumuali'i Highway; the exact location of the site remains unknown.,,,,,,25,,Fewer than 50,,,,21.94514401713444,-159.5236355910845,Guessed location based on Medeiros chicken farm
yes,yes,hawaii,Additional Facility,78,78-f-kaun,f-kaun,Additional Facility,"Kaunakakai Jail, Moloka'i (detention facility)","https://encyclopedia.densho.org/Kaunakakai%20Jail,%20Moloka'i%20(detention%20facility)/",,,,,"Facility used to house internees from Moloka'i in the early stages of World War II. The handful of enemy aliens on Moloka'i arrested after the attack on Pearl Harbor were incarcerated at the Kaunakakai County Jail prior to being transferred first to the Wailuku County Jail on Maui, then to Sand Island on O'ahu. Details on the number of internees and how long they were held at Kaunakakai Jail are not known.",Located in Kaunakakai on the Hawaiian island of Moloka'i,,,,,,25,,Fewer than 50,,,,21.08777499980253,-157.0235573651728,Marked current location of structure
yes,yes,hawaii,Additional Facility,79,79-h-kila,h-kila,Additional Facility,Kilauea Military Camp (detention facility),https://encyclopedia.densho.org/Kilauea_Military_Camp_(detention_facility)/,,,"December 7, 1941",Fall 1942,"The largest of the detention sites in Hawai'i outside of O'ahu, Kīlauea Military Camp was used to house internees from the Big Island—many of whom were local residents of Japanese ancestry—until authorities transferred them to incarceration centers on O'ahu and the mainland.",Located on fifty acres within Hawai'i Volcanoes National Park on the island of Hawai'i,,,,,,100,,50 to 100,,,,19.43284402545342,-155.2738895746636,
yes,yes,hawaii,Additional Facility,80,80-h-lana,h-lana,Additional Facility,"Lana'i City Jail, Lana'i (detention facility)","https://encyclopedia.densho.org/Lana'i%20City%20Jail,%20Lana'i%20(detention%20facility)/",,,December 1941,Winter 1942,"Facility used to house internees from Lāna'i in the early stages of World War II. Two or three ""enemy aliens"" were held at the Lāna'i City Jail for over two months. They were later transferred to the Wailuku County Jail on Maui, then to Sand Island on Ō'ahu. The jail and courthouse remain intact in their original location, part of a cluster of historic buildings in downtown Lāna'i City.","Located at Gay and 8th Streets, Lāna'i City",,,,,,25,,Fewer than 50,"Lana'i, Hawaii",Hawaii,,20.82427052093103,-156.9205874960599,
yes,yes,hawaii,Additional Facility,81,81-h-lihu,h-lihu,Additional Facility,"Lihue Plantation, Kaua'i (detention facility)","https://encyclopedia.densho.org/Lihue%20Plantation,%20Kaua'i%20(detention%20facility)/",,,Winter 1942,Winter 1942,"One Japanese American internee was held in the gymnasium shower room at the Līhu'e Plantation on the island of Kaua'i for a month in solitary confinement. The internee, Nisei insurance salesman Paul Muraoka, was eventually moved to the Kalāheo Stockade.",Located on the southeastern coast of the island of the island of Kaua'i,,,,,,25,,Fewer than 50,,,,21.98292817602722,-159.3700206704594,
yes,yes,hawaii,Additional Facility,82,82-h-waia,h-waia,Additional Facility,"Waiakea Prison Camp, Hawai'i (detention facility)","https://encyclopedia.densho.org/Waiakea%20Prison%20Camp,%20Hawai'i%20(detention%20facility)/",,,,,Prison camp that held at least six local Japanese from the island of Hawai'i after the attack on Pearl Harbor.,"Located in Waiakea on the island of Hawai'i, the exact location of the site is unknown",,,,,,25,,Fewer than 50,"Waikea, Hawaii",Hawaii,,19.71665918654858,-155.0708133890626,Exact location unknown
yes,yes,hawaii,Additional Facility,83,83-h-wail,h-wail,Additional Facility,"Wailua County Jail, Kaua'i (detention facility)","https://encyclopedia.densho.org/Wailua%20County%20Jail,%20Kaua'i%20(detention%20facility)/",,,December 1941,Summer 1942,"Prison facility that became the main detention center for Japanese internees on the island of Kaua'i in the early months of World War II. Detainees held there were eventually moved to Sand Island on O'ahu, and later, most were sent to mainland detention camps.","Built in 1936, the Wailuā County Jail was located opposite the Wailua Golf Course on the eastern coast of the island of Kaua'i. Torn down in 1978, a new State Kauai Community Correctional Center/Kauai Intake Service Center was built at the same location.",,,,,,25,,Fewer than 50,"Wailua, Kaua'i, Hawaii",Hawaii,,22.02572448564373,-159.3430240863186,
yes,yes,hawaii,Additional Facility,84,84-h-wai2,h-wai2,Additional Facility,"Wailuku County Jail, Maui (detention facility)","https://encyclopedia.densho.org/Wailuku_County_Jail,_Maui_(detention_facility)/",,,,,The Wailuku County Jail—also known as the Maui County Jail—held interned local Japanese Americans from the island of Maui. The number of internees and the duration of their stays remain unknown.,"Located on High Street in downtown Wailuku, Maui. Since torn down, a nine-story office building stands at the site today",,,,,,25,,Fewer than 50,"Wailuku, Maui, Hawaii",Hawaii,,20.88547719421984,-156.5042365613132,
yes,yes,hawaii,Additional Facility,86,86-h-waim,h-waim,Additional Facility,"Waimea Jail, Kaua'i",,,,,,,,,,,,,25,,Fewer than 50,"Waimea, Kaua'i, Hawaii",Hawaii,,21.95659031982773,-159.6672110335037,Assume at location of current police station
yes,yes,eais,Immigration Detention Station,87,87-i-asse,i-asse,Immigration Detention Station,"Assembly Inn, North Carolina",,,,"October 29, 1942","April 30, 1943","The Assembly Inn in Montreat, North Carolina, served as a detention site during World War II for Japanese American families from Hawai'i who were being exchanged to Japan for U.S. citizens, as well as German families from Latin America who were similarly being exchanged to Germany. The families were confined there from October 29, 1942 to April 30, 1943. This site was administered by the Department of State's Special War Problems Division, with transportation and transfer from other detention sites arranged by the military.","The Assembly Inn was part of a Christian mountain retreat known as Montreat, located in western North Carolina about eighteen miles from Asheville. The inn remains in operation to the present.",,,,,,200,November 1942 to April 1943,100 to 200,"Montreat, North Carolina",North Carolina,,35.64783651969888,-82.29929785447955,http://www.phcmontreat.org/montreathistory.htm
yes,yes,eais,U.S. Army Internment Camp,88,88-u-upto,u-upto,U.S. Army Internment Camp,"Camp Upton, New York",,Camp Upton (detention facility),,Winter 1942,Spring 1942,"Camp Upton held an undetermined number of Japanese internees during World War II in six-man tents surrounded by a double barbed-wire fence and guard towers. After a period two to three months, the internees were transferred to Fort George G. Meade in Maryland.","Camp Upton was an army encampment on Long Island, New York that is today the site of Brookhaven National Laboratory.",,,,,,25,,Fewer than 50,"Upton, New York",New York,,40.86826553092229,-72.87920311295962,AP photo: https://www.buzzfeed.com/gabrielsanchez/chilling-pictures-of-life-at-japanese-internment-camps
yes,yes,wra,Temporary Assembly Center,89,89-a-cave,a-cave,Temporary Assembly Center,Cave Creek,,Cave Creek (detention facility),article drafted,,,"The Cave Creek Assembly Center was to have been the second assembly center in Arizona that would hold half of the estimated five hundred Japanese Americans living in the restricted areas of the state. Completed and ready to receive inmates by early May 1942, the lower number of inmates than expected led to the camp never actually being used. All of the forcibly removed Japanese Americans from Arizona ended up going to the Mayer Assembly Center, then on to the Poston, Arizona War Relocation Authority-administered concentration camp.","Located in the Tonto National Forest north of Phoenix, Arizona",,,,,,0,,,"Cave Creek, Arizona",Arizona,,33.97059823881507,-111.8657610983994,never built; https://www.azcentral.com/story/news/local/tempe-history/2017/01/05/tempe-mesa-history-arizona-ground-zero-japanese-internment-camp-divide/95957302/ ; https://www.fs.usda.gov/recarea/tonto/recreation/camping-cabins/recarea/?recid=35205&actid=29
no,yes,eais,Immigration Detention Station,90,90-i-gree,i-gree,Immigration Detention Station,"The Greenbrier, West Virginia",,,,,,"Hotel run by the Special War Problems Division of the State Department to hold diplomats and consular staff from enemy countries unitl they could be exchanged for Americans held by Axis countries. While two of the other hotels run by the Special War Problems Division also held some Japanese American families, it does not appear that the Greenbrier did.","Resort hotel located in White Sulpher Springs, West Virginia that is still in operation",,,,,,0,,,"White Sulphur Springs, West Virginia",West Virginia,,37.78592047810661,-80.30819932797377,
yes,yes,eais,Immigration Detention Station,91,91-i-grov,i-grov,Immigration Detention Station,"Grove Park Inn, North Carolina",,,,August 1942,October 1942,"The Grove Park Inn in Asheville, North Carolina, was used as a detention site for diplomats and consular staff from Axis countries and their families in 1942, as well as Japanese Americans from Hawai'i and German nationals from Latin America, in 1942–43. It was one of many luxury resorts used to provide superior accommodations for those of diplomatic status.","Luxury hotel in Asheville, North Carolina that is still in operation today.",,,,,,200,September to October 1942,100 to 200,"Ashville, North Carolina",North Carolina,,35.62059682348564,-82.54233785884526,
no,yes,eais,Immigration Detention Station,92,92-i-home,i-home,Immigration Detention Station,"Homestead, Virginia",,,,,,"Hotel run by the Special War Problems Division of the State Department to hold diplomats and consular staff from enemy countries unitl they could be exchanged for Americans held by Axis countries. While two of the other hotels run by the Special War Problems Division also held some Japanese American families, it does not appear that the Homestead Hotel did.","Resort hotel located on 17,000 acres in Hot Springs, Virginia that is still in operation today.",,,,,,0,,,"Hot Springs, Virginia",Virginia,,37.99712622985169,-79.83029000864109,
yes,yes,wra,Temporary Assembly Center,93,93-a-topp,a-topp,Temporary Assembly Center,"Toppenish, Washington (detention facililty)","https://encyclopedia.densho.org/Toppenish,_Washington_(detention_facility)/",,,,,"Proposed ""assembly center"" site located in central Washington that was to hold Japanese Americans removed from the Yakima area. Though the Wartime Civil Control Administration (WCCA) began construction on the site, they abandoned plans for the camp when a variety of problems came up. Japanese American from Yakima and other areas south and east of greater Seattle/Tacoma ended up being sent to the Portland Assembly Center in Oregon.","Located at the Golden Hop Yard, Toppenish, Washington.",,,,,,0,,,"Toppenish, Washington",Washington,,46.35687271762174,-120.3717798168292,
yes,yes,eais,Immigration Detention Station,94,94-i-glou,i-glou,Immigration Detention Station,"Gloucester City, New Jersey",,,,,,"INS immigration station that held enemy aliens. After June 1942, it was one of two camps (the other being Seagoville) that held internee women, with a July 14, 1942 report showing a population of 61, of which 52 were German and 4 Japanese.","Located on South King Street near Gloucester City, New Jersey, in a converted Victorian house.",,,,,,25,,Fewer than 50,"Gloucester, New Jersey",New Jersey,,39.89824682483174,-75.12696331836797,https://gaic.info/internment-camps/temporary-detention-facilities/gloucester-city-new-jersey-internment-facility/
yes,yes,eais,Additional Facility,95,95-f-chic,f-chic,Additional Facility,Chicago,,,,,,"The FBI field office in the city of Chicago held enemy alien internees for anywhere from a few days to several weeks before they were transferred to larger, more permanent facilities.",,,,,,,0,,,"Chicago, Illinois",Illinois,,41.87874085274521,-87.63002185583163,Site of the FBI field office
yes,yes,eais,U.S. Army Internment Camp,96,96,u-algi,U.S. Army Internment Camp,"Camp Algiers, Louisiana",,Camp Algiers (detention facility),forthcoming,,,"Camp Algiers, the federal government's old immigration station in New Orleans, was the principal entry point for Japanese Latin Americans who were rounded up and brought to the US during World War II.",Located in the Algiers section of New Orleans,,,,,,25,,Fewer than 50,"New Orleans, Louisiana",Louisiana,,29.94237940821307,-90.01520842864853,Greg Robinson cites NO as point of debarkation for Japanese latin americans:  https://www.nichibei.org/2011/11/the-great-unknown-and-the-unknown-great-the-astonishing-history-of-japanese-americans-in-louisiana-2/; https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/new-orleans-station; https://www.wwno.org/post/wwii-internment-camp-camp-algiers-part-i
no,no,eais,,97,97,,,Panama Canal Zone,,,,,,"During the period of World War II, the United States government transformed the Panama Canal Zone, then a U.S. territory, into a military zone where it interned over 2,000 Japanese aliens from Latin America.",,Issei in the Canal Zone,,,,,0,,,"Panama Canal Zone, Panama",Panama,,,,http://www.discovernikkei.org/en/journal/2018/4/26/japanese-internment-panama/; encyclopedia article forthcoming
yes,no,eais,Additional Facility,98,98,f-lacj,Additional Facility,Los Angeles County Jail,,Los Angeles County Jail (detention facility),forthcoming,"December 7, 1941",December 1941,The main jail for the City of Los Angeles was used to hold enemy alien internees for anywhere from a day to two weeks until they could be transferred to longer term internment facilities.,Located in the Lincoln Heights neighborhood of Los Angeles,Issei from Southern California,,,,,500,,200 to 500,"Los Angeles, California",California,,,,Hall of Justice or Lincoln Heights location?
yes,yes,wra,Additional Facility,99,99,f-hillc,Additional Facility,Hillcrest Sanitarium,https://encyclopedia.densho.org/Hillcrest_Sanitarium/,,,,,Sanitarium that housed Japanese American tuberculosis patients deemed too ill be transferred to WRA concentration camps.,"Located in La Crescenta, California",TB patients,,,,,200,,100 to 200,"La Crescenta, CA",California,,34.2510968013232,-118.2625697035202,
